id,text,initiative,lawnr,datesubmission,mainNL,subNL,year,majortopic,subtopic ,typebill,EUlinkconsiderans,EUinttitle,EUmentionconsiderans,EUref,amendments,motions
3606,Wijziging van de Wet op de inkomstenbelasting 1964 (aanpassing regime ter zake van de afkoop van verplichtingen tot alimentatie of tot verrekening van pensioenrechten bij echtscheiding tegen een lijfrente),0,26272,02/11/1998,12,1214,1999,12,1208,gewoon wetsvoorstel,0,0,0,,0,0
3607,Wijziging van de regeling van het DNA-onderzoek in strafzaken,0,26271,02/11/1998,2,208,1999,2,208,gewoon wetsvoorstel,0,0,0,,8,6
3608,Voorstel van de leden Van Oven en O.P.G. Vos tot wijziging van het Wetboek van Strafvordering en de Wet tenuitvoerlegging strafvonnissen (verhoging maximale strafmaat politierechter),1,26274,03/11/1998,12,1210,1999,12,1210,gewoon wetsvoorstel,0,0,0,,0,0
3609,Wijziging van boek 2 van het Burgerlijk Wetboek in verband met de herziening van het preventief toezicht bij oprichting en wijzigingen van statuten van naamloze en besloten vennootschappen,0,26277,04/11/1998,15,1518,1999,15,1500,gewoon wetsvoorstel,0,0,0,,0,0
3610,Wijziging van de Wet subsidiëring politieke partijen in verband met politieke partijen die met een gezamenlijke kandidatenlijst aan verkiezingen deelnemen,0,26278,04/11/1998,20,2012,1999,20,2012,gewoon wetsvoorstel,0,0,0,,0,0
3611,"Wijziging van de Wet waardering onroerende zaken, de Wet algemene regels herindeling en enige andere wetten (verfijning waardebepaling en handhaving waardepeildata bij herindeling)",0,26281,09/11/1998,14,1411,1999,14,1401,gewoon wetsvoorstel,0,0,0,,0,0
3612,Wijziging Wet Luchtverkeer (implementatie LVB-evaluatie),0,26287,12/11/1998,10,1003,1999,10,1003,gewoon wetsvoorstel,0,0,0,,0,0
3613,Wijziging van het Wetboek van Strafrecht en het Wetboek van Strafvordering met betrekking tot verklaringen van getuigen die in ruil voor een toezegging van het openbaar ministerie zijn afgelegd (toezeggingen aan getuigen in strafzaken),0,26294,17/11/1998,12,1210,1999,12,1210,gewoon wetsvoorstel,0,0,0,,17,1
3614,Wijziging van de begroting van de uitgaven en de ontvangsten van het provinciefonds voor het jaar 1998 (wijziging samenhangende met de Najaarsnota),0,26306,,,,1998,,,begroting,,,,,0,0
3615,"Wijziging van de begroting van de uitgaven en de ontvangsten van het Ministerie van Landbouw, Natuurbeheer en Visserij (XIV) voor het jaar 1998 (wijziging samenhangende met de Najaarsnota)",0,26308,,,,1998,,,begroting,,,,,0,0
3616,Wijziging van de begroting van de uitgaven en de ontvangsten van het Ministerie van Justitie (VI) voor het jaar 1998 (wijziging samenhangende met de Najaarsnota),0,26305,,,,1998,,,begroting,,,,,0,0
3617,Wijziging van de begroting van de uitgaven en de ontvangsten van het gemeentefonds voor het jaar 1998 (wijziging samenhangende met de Najaarsnota),0,26307,,,,1998,,,begroting,,,,,0,0
3618,Wijziging van de begroting van de uitgaven en de ontvangsten van het Landbouw-Egalisatiefonds voor het jaar 1998 (wijziging samenhangende met de Najaarsnota),0,26309,,,,1998,,,begroting,,,,,0,0
3619,Voorstel van wet van de leden Kalsbeek-Jasperse en Van Heemst tot wijziging van het Wetboek van Strafrecht met betrekking tot strafverzwarende omstandigheden bij gewelddelicten,1,26295,NA,8,802,1998,8,802,gewoon wetsvoorstel,0,0,0,,0,0
3620,"Wijziging van de begroting van de uitgaven en de ontvangsten van het Ministerie van Volkshuisvesting, Ruimtelijke Ordening en Milieubeheer (XI) voor het jaar 1998 (wijziging samenhangende met de Najaarsnota)",0,26321,,,,1998,,,begroting,,,,,0,0
3621,Wijziging van de begroting van de uitgaven en de ontvangsten van het Ministerie van Buitenlandse Zaken (V) voor het jaar 1998 (wijziging samenhangende met de Najaarsnota),0,26312,,,,1998,,,begroting,,,,,0,0
3622,Wijziging van de begroting van de uitgaven en de ontvangsten van het Ministerie van Defensie (X) voor het jaar 1998 (wijziging samenhangende met de Najaarsnota),0,26313,,,,1998,,,begroting,,,,,0,0
3623,Wijziging van de begroting van de uitgaven en de ontvangsten van het Ministerie van Binnenlandse Zaken en Koninkrijksrelaties (VII) voor het jaar 1998 (wijziging samenhangende met de Najaarsnota),0,26320,,,,1998,,,begroting,,,,,0,0
3624,Wijziging van de begroting van de uitgaven en de ontvangsten van het Ministerie van Financiën (IXB) voor het jaar 1998 (wijziging samenhangende met de Najaarsnota),0,26318,,,,1998,,,begroting,,,,,0,0
3625,Wijziging van de begroting van de uitgaven en de ontvangsten van het Ministerie van Sociale Zaken en Werkgelegenheid (XV) voor het jaar 1998 (wijziging samenhangende met de Najaarsnota),0,26315,,,,1998,,,begroting,,,,,0,0
3626,Wijziging van de begroting van de uitgaven en de ontvangsten van het Ministerie van Economische Zaken (XIII) voor het jaar 1998 (wijziging samenhangende met de Najaarsnota),0,26314,,,,1998,,,begroting,,,,,0,0
3627,Wijziging van de begroting van de uitgaven en de ontvangsten van het Fonds economische structuurversterking voor het jaar 1998 (wijziging samenhangende met de Najaarsnota),0,26319,,,,1998,,,begroting,,,,,0,0
3628,Wijziging van de begroting van de uitgaven en ontvangsten van de Nationale Schuld (IXA) voor het jaar 1998 (wijziging samenhangende met de Najaarsnota),0,26317,,,,1998,,,begroting,,,,,0,0
3629,Wijziging van de begroting van de uitgaven en de ontvangsten van het Ministerie van Algemene Zaken (III) voor het jaar 1998 (wijziging samenhangende met de Najaarsnota),0,26311,,,,1998,,,begroting,,,,,0,0
3630,Wijziging van de begroting van de uitgaven en de ontvangsten van het Spaarfonds AOW voor het jaar 1998 (wijziging samenhangende met de Najaarsnota),0,26316,,,,1998,,,begroting,,,,,0,0
3631,Wijziging van de begroting van de uitgaven en de ontvangsten van de Hoge Colleges van Staat en Kabinet der Koningin (II) voor het jaar 1998 (wijziging samenhangende met de Najaarsnota),0,26322,,,,1998,,,begroting,,,,,0,0
3632,"Wijziging van de begroting van de uitgaven en de ontvangsten van het Ministerie van Volksgezondheid, Welzijn en Sport (XVI) voor het jaar 1998 (wijziging samenhangende met de Najaarsnota)",0,26325,,,,1998,,,begroting,,,,,0,0
3633,Wijziging van de begroting van de uitgaven en ontvangsten van het Kabinet voor Nederlands-Antilliaanse en Arubaanse Zaken voor het jaar 1998 (wijziging samenhangende met de Najaarsnota),0,26323,,,,1998,,,begroting,,,,,0,0
3634,Wijziging van de begroting van de uitgaven en ontvangsten van het Ministerie van Verkeer en Waterstaat (XII) 1998 (wijziging samenhangende met de Najaarsnota),0,26329,,,,1998,,,begroting,,,,,0,0
3635,Wijziging van de begroting van de uitgaven en de ontvangsten van het Infrastructuurfonds voor het jaar 1998 (wijziging samenhangende met de Najaarsnota),0,26330,,,,1998,,,begroting,,,,,0,0
3636,"Opheffing van het Bedrijfschap Detailhandel in Aardappelen, Groenten en Fruit",0,26327,30/11/1998,4,400,1999,4,400,gewoon wetsvoorstel,0,0,0,,0,0
3637,Wijziging van de Woningwet (verbetering van het toezicht op woningcorporaties en aanpassing van de bepalingen over het Centraal Fonds voor de Volkshuisvesting aan de Aanwijzingen voor de regelgeving die betrekking hebben op zelfstandige bestuursorganen),0,26326,30/11/1998,14,1406,1999,14,1406,gewoon wetsvoorstel,0,0,0,,4,0
3638,Wijziging van de Wet luchtverkeer (luchtvaartuigen en vluchtuitvoering),0,26336,03/12/1998,10,1007,1999,10,1007,gewoon wetsvoorstel,0,0,0,,0,0
3639,"Voorschriften van tijdelijke aard, waaronder wijziging van de Wet op het hoger onderwijs en wetenschappelijk onderzoek, in verband met de vernieuwing van opleidingen in het wetenschappelijk onderwijs op het gebied van de natuur (Tijdelijke wet aanwijzing bèta-opleidingen)",0,26339,09/12/1998,6,601,1999,6,601,gewoon wetsvoorstel,0,0,0,,1,1
3640,Wijziging van de Wet tegemoetkoming studiekosten in verband met uitbreiding van de doelgroep en verhoging van het normbedrag overige studiekosten,0,26346,10/12/1998,6,600,1999,6,600,gewoon wetsvoorstel,0,0,0,,2,2
3641,Wijziging van de Wet op de jeugdhulpverlening (financiële verantwoording),0,26341,11/12/1998,13,1306,1999,13,1305,gewoon wetsvoorstel,0,0,0,,2,0
3642,Wijziging van de Tracéwet (eerste tranche),0,26343,14/12/1998,10,1002,1999,10,1002,gewoon wetsvoorstel,0,0,0,,7,2
3643,Wijziging van de begroting van de uitgaven en ontvangsten van de Hoge Colleges van Staat en Kabinet der Koningin (II) voor het jaar 1998 (derde wijziging),0,26349,,,,1998,,,begroting,,,,,0,0
3644,Wijziging van bepalingen in de Wet milieubeheer met betrekking tot milieu-effectrapportage,0,26350,17/12/1998,7,700,1999,7,700,gewoon wetsvoorstel,1,0,5,,0,0
3645,Aanpassing van de Spoorwegwet in verband met de uitvoering van richtlijn nr. 96/48/EG van de Raad van de Europese Unie van 23 juli 1996 betreffende de van het interoperabiliteit van het transeuropees hoge-snelheidsspoorwegsysteem (PbEG L 235),0,26351,17/12/1998,10,1005,1999,10,1005,gewoon wetsvoorstel,1,1,6,,0,0
3646,Gemeentelijke herindeling van Twente,0,26353,21/12/1998,20,2001,1999,20,2001,gemeentelijke (her)indeling,0,0,0,,16,3
3647,Regels inzake het recht op aanpassing van de arbeidsduur (Wet aanpassing arbeidsduur),0,26358,23/12/1998,5,501,1999,5,501,gewoon wetsvoorstel,0,0,0,,17,1
3648,Wijziging Destructiewet i.v.m. kosten onschadelijkmaking gespecificeerd hoog-risico-materiaal,0,26357,23/12/1998,4,403,1999,4,403,gewoon wetsvoorstel,0,0,0,,5,3
3649,Reconstructiewet concentratiegebieden,0,26356,23/12/1998,21,2100,1999,21,2100,gewoon wetsvoorstel,0,0,0,,15,6
3650,"Wijziging van de Postwet en enige andere wetten in verband met Richtlijn nr. 97/67/EG van het Europees Parlement en de Raad van de Europese Unie van 15 december 1997 betreffende gemeenschappelijke regels voor de interne markt voor postdiensten in de Gemeenschap en de verbetering van de kwaliteit van de dienst (PbEG 1998, L 15) en een aantal wetstechnische wijzigingen",0,26363,28/12/1998,20,2003,1999,20,2003,gewoon wetsvoorstel,1,1,11,,3,8
3651,"Samenvoeging van de gemeenten Bergen, Egmond en Schoorl",0,26364,28/12/1998,20,2001,1999,20,2001,gemeentelijke (her)indeling,0,0,0,,1,0
3652,Samenvoeging van de gemeenten Hoevelaken en Nijkerk,0,26366,30/12/1998,20,2001,1999,20,2001,gemeentelijke (her)indeling,0,0,0,,0,0
3653,Vervanging van hoofdstuk IV van de Wet verontreiniging oppervlaktewateren,0,26367,31/12/1998,7,711,1999,7,711,gewoon wetsvoorstel,0,0,0,,2,0
3654,Wijziging van de Ziekenfondswet in verband met wijzigingen met betrekking tot de financiering van ziekenfondsen (maximering reserves ziekenfondsen),0,26368,04/01/1999,3,302,1999,3,302,gewoon wetsvoorstel,0,0,0,,3,0
3655,Wijziging van de Interimwet ammoniak en veehouderij (verlenging; einde legalisering),0,26370,14/01/1999,4,407,1999,7,711,gewoon wetsvoorstel,0,0,0,,0,0
3656,"Wijziging van artikel 107 van de Wet op de beroepen in de individuele gezondheidszorg, alsmede toevoeging van een artikel 107a",0,26371,18/01/1999,3,302,1999,3,302,gewoon wetsvoorstel,0,0,0,,0,0
3657,"Wijziging van onder meer de Wet educatie en beroepsonderwijs opdat op grond van die wet bekostigde instellingen en andere instellingen die een niet uit de rijksbijdrage bekostigde opleiding educatie verzorgen, het recht kunnen verkrijgen aan de met goed gevolg afgelegde examens of onderdelen van examens van die opleiding een wettelijk geregeld diploma of certificaat te verbinden (erkenning diploma's niet uit rijksbijdrage gefinancierde educatie)",0,26374,20/01/1999,6,604,1999,6,604,gewoon wetsvoorstel,0,0,0,,1,0
3658,Wijziging van de Wet op de studiefinanciering in verband met het onder de prestatiebeurs brengen van de reisvoorziening,0,26376,22/01/1999,6,601,1999,6,601,gewoon wetsvoorstel,0,0,0,,0,1
3659,"Wijziging van de Wet op het hoger onderwijs en wetenschappelijk onderzoek onder meer in verband met de verlenging van de periode van afwijkende bekostiging van de opleidingen op het gebied van de kunst, bepaalde lerarenopleidingen op het gebied van de kunst, de voortgezette kunstopleidingen en de voortgezette opleidingen bouwkunst",0,26377,25/01/1999,6,601,1999,6,601,gewoon wetsvoorstel,0,0,0,,0,0
3660,"Wijziging van de Wet havenstaatcontrole in verband met de totstandkoming van richtlijn nr. 98/25/EG van de Raad van de Europese Unie van 27 april 1998 (PbEG L 133) houdende wijziging van richtlijn nr. 95/21/EG betreffende de naleving, met betrekking tot schepen die gebruik maken van havens in de Gemeenschap en varen in de onder de jurisdictie van de lid-staten vallende wateren, van internationale normen op het gebied van de veiligheid van schepen, voorkoming van verontreiniging en leef- en werkomstandigheden aan boord van schepen (havenstaatcontrole)",0,26383,26/01/1999,10,1007,1999,10,1007,gewoon wetsvoorstel,1,1,12,,0,0
3661,Goedkeuring van het op 1 februari 1995 te Straatsburg tot stand gekomen Kaderverdrag inzake de bescherming van nationale minderheden,0,26389,04/02/1999,2,201,1999,2,201,goedkeuring verdrag,0,1,0,,0,1
3662,"Wijziging van de Werkloosheidswet, houdende invoeging van een experimenteerhoofdstuk teneide een mogelijkheid te bieden om de effectiviteit en de doelmatigheid van onderdelen van het reintegratie- en activeringsbeleid in de praktijk vast te stellen (Wet experimenten WW)",0,26394,05/02/1999,5,502,1999,5,502,gewoon wetsvoorstel,0,0,0,,1,1
3663,Wijziging van de Wet op de Ruimtelijke Ordening,0,25311,10/02/1999,21,2100,1999,21,2100,gewoon wetsvoorstel,0,0,0,,23,1
3664,"Wijziging van de Gemeentewet en de Wet van 18 december 1997, met betrekking tot de vormgeving van de lokale lastenverlichting van f 100",0,26412,15/02/1999,13,1399,1999,13,1399,gewoon wetsvoorstel,0,0,0,,2,1
3665,Voorstel van wet van het lid Van Zijl tot wijziging van de Pensioen- en spaarfondsenwet in verband met het opnemen van voorschriften betreffende besteding van overschotten bij pensioenfondsen voor het toekennen van toeslagen op premievrije pensioenaanspraken en ingegane pensioenen (besteding pensioenoverschot),1,26403,NA,5,509,1999,5,503,gewoon wetsvoorstel,0,0,0,,0,0
3666,Wijziging van bepalingen met betrekking tot de verwerking van persoonsgegevens,0,26410,20/02/1999,2,208,1999,2,208,gewoon wetsvoorstel,1,0,4,,1,0
3667,Wijziging van de Coördinatiewet Sociale Verzekering in verband met de aanpassing van het stelsel van bestuurlijke boeten,0,26411,20/02/1999,13,1300,1999,13,1300,gewoon wetsvoorstel,0,0,0,,0,1
3668,"Wijziging van de Pensioen- en Spaarfondsenwet en enkele andere wetten onder meer met het oog op verbetering van het toezicht op de uitvoering van aanvullende pensioenregelingen, invoering van een verbod op uitstelfinanciering van pensioenaanspraken en verduidelijking van de regels inzake waardeoverdracht van pensioen en aanspraken op pensioen (wijziging PSW in verband met toezicht, verbod op uitstelfinanciering en waardeoverdracht)",0,26415,23/02/1999,5,509,1999,5,503,gewoon wetsvoorstel,0,0,0,,3,0
3669,Wijziging Wet op het hoger onderwijs en wetenschappelijk onderzoek houdende indexering van het collegegeld,0,26418,24/02/1999,6,601,1999,6,601,gewoon wetsvoorstel,0,0,0,,0,0
3670,"Wijziging van onder meer de Wet op het primair onderwijs, de Wet op de expertisecentra en de Wet op het voortgezet onderwijs in verband met enkele maatregelen ter verbetering van het functioneren van het vervangingsfonds en het participatiefonds (regeling verbetering functioneren vervangings- en participatiefonds)",0,26427,01/03/1999,6,602,1999,6,602,gewoon wetsvoorstel,0,0,0,,1,0
3671,Voorstel van wet van de leden Van der Hoeven en Luchtenveld tot wijziging van de Gemeentewet (vrijstelling OZB voor substraatteelt),1,26423,NA,4,499,1999,4,499,gewoon wetsvoorstel,0,0,0,,1,0
3672,Wijziging van de regelingen betreffende de waarborgen rond de vervolging,0,26436,02/03/1999,12,1210,1999,12,1210,gewoon wetsvoorstel,0,0,0,,4,0
3673,Wijziging van de Wet voorzieningen gehandicapten in verband met de tweede evaluatie van die wet,0,26435,09/03/1999,13,1304,1999,13,1304,gewoon wetsvoorstel,0,0,0,,6,9
3674,Wijziging van de Huursubsidiewet (mogelijk maken jaarlijkse verhoging maximale huurprijs en enkele andere wijzigingen),0,26437,15/03/1999,14,1406,1999,14,1406,gewoon wetsvoorstel,0,0,0,,0,0
3675,"Goedkeuring van de op 26 juli 1995 te Brussel tot stand gekomen Overeenkomst opgesteld op grond van Artikel K.3 van het Verdrag betreffende de Europese Unie inzake het gebruik van informatica op douanegebied (Trb. 1995, 287); van het op 26 juli 1995 te Brussel tot stand gekomen Akkoord betreffende de voorlopige toepassing tussen een aantal Lid-Staten van de Europese Unie van de op basis van Artikel K.3 van het Verdrag betreffende de Europese Unie opgestelde Overeenkomst inzake het gebruik van informatica op douanegebied (Trb. 1995, 288); en van het op 29 november 1996 te Brussel tot stand gekomen protocol, opgesteld op grond van Artikel K.3 van het Verdrag betreffende de Europese Unie, betreffende de prejudiciële uitlegging, door het Hof van Justitie van de Europese Gemeenschappen, van de Overeenkomst inzake het gebruik van informatica op douanegebied (Trb. 1997, 39) (Goedkeuringswet DIS-Overeenkomst)",0,26439,16/03/1999,19,1929,1999,19,1929,goedkeuring verdrag,1,0,9,,0,0
3676,Wijziging van de Wet op de Europese ondernemingsraden (uitbreiding van de werkingssfeer tot het Verenigd Koninkrijk),0,26443,19/03/1999,15,1510,1999,15,1599,gewoon wetsvoorstel,1,0,5,,0,0
3677,"Nieuwe regels omtrent het openbaar vervoer, besloten busvervoer en taxivervoer (Wet personenvervoer 2000)",0,26456,25/03/1999,10,1001,1999,10,1001,gewoon wetsvoorstel,0,0,0,,41,16
3678,Wijziging van de Politiewet 1993 en de Wet politieregisters in verband met de overdracht van het beheer van het Korps landelijke politiediensten aan de Minister van Binnenlandse Zaken en Koninkrijksrelaties,0,26461,27/03/1999,12,1201,1999,12,1201,gewoon wetsvoorstel,0,0,0,,2,1
3679,Goedkeuring van de Regeling ophoging depositorente,0,26462,27/03/1999,15,1501,1999,15,1501,gewoon wetsvoorstel,0,0,0,,0,0
3680,"Goedkeuring van het op 11 januari 1995 te Middelburg tot stand gekomen Verdrag tussen het Koninkrijk der Nederlanden, het Koninkrijk België en het Vlaams Gewest tot herziening van het Reglement ter uitvoering van artikel IX van het Tractaat van 19 april 1839 en van hoofdstuk II, afdelingen 1 en 2, van het Tractaat van 5 november 1842, zoals gewijzigd, voor wat betreft het loodswezen en het gemeenschappelijk toezicht daarop (Scheldereglement) (Trb. 1995, 48)",0,26069,27/03/1999,10,1007,1999,10,1007,goedkeuring verdrag,0,2,0,,0,0
